url,Electrolytes.Salts.Name,Electrolytes.Solvents.Name,Electrolytes.Additives.Name,Anode.Name,Cathode.Name,System of electrolyte.Type,Properties of electrolyte.LUMO energy level.Value,Properties of electrolyte.LUMO energy level.Unit,Properties of electrolyte.HOMO energy level.Value,Properties of electrolyte.HOMO energy level.Unit,Properties of electrolyte.Viscosity (η).Value,Properties of electrolyte.Viscosity (η).Unit,Properties of electrolyte.Viscosity (η).Temperature.Value,Properties of electrolyte.Viscosity (η).Temperature.Unit,Properties of electrolyte.Dielectric constant (ε).Value,Properties of electrolyte.Melting point.Value,Properties of electrolyte.Melting point.Unit,Properties of electrolyte.Boiling point.Value,Properties of electrolyte.Boiling point.Unit,Properties of electrolyte.Flash Point.Value,Properties of electrolyte.Flash Point.Unit,Performance.Energy density.Value,Performance.Energy density.Unit,Performance.Coulombic efficiency.Value,Performance.Coulombic efficiency.Unit,Performance.Cycle lifespan.Value,Performance.Cycle lifespan.Unit,Performance.Rate performance.Value,Performance.Rate performance.Unit,Electrolytes.Solvents1.Name,Electrolytes.Solvents2.Name,Properties of electrolyte.LUMO energy level1.Value,Properties of electrolyte.LUMO energy level1.Unit,Properties of electrolyte.LUMO energy level1.Substance,Properties of electrolyte.LUMO energy level2.Value,Properties of electrolyte.LUMO energy level2.Unit,Properties of electrolyte.LUMO energy level2.Substance,Properties of electrolyte.LUMO energy level3.Value,Properties of electrolyte.LUMO energy level3.Unit,Properties of electrolyte.LUMO energy level3.Substance,Properties of electrolyte.LUMO energy level4.Value,Properties of electrolyte.LUMO energy level4.Unit,Properties of electrolyte.LUMO energy level4.Substance,Properties of electrolyte.HOMO energy level1.Value,Properties of electrolyte.HOMO energy level1.Unit,Properties of electrolyte.HOMO energy level1.Substance,Properties of electrolyte.HOMO energy level2.Value,Properties of electrolyte.HOMO energy level2.Unit,Properties of electrolyte.HOMO energy level2.Substance,Properties of electrolyte.HOMO energy level3.Value,Properties of electrolyte.HOMO energy level3.Unit,Properties of electrolyte.HOMO energy level3.Substance,Properties of electrolyte.HOMO energy level4.Value,Properties of electrolyte.HOMO energy level4.Unit,Properties of electrolyte.HOMO energy level4.Substance,Properties of electrolyte.Melting point.Substance,Electrolytes.Solvents3.Name,Electrolytes.Solvents4.Name,Electrolytes.Additives,Electrolytes.Salts1.Name,Electrolytes.Salts2.Name,Electrolytes.Salts3.Name,Electrolytes.Salts4.Name,Electrolytes.Salts5.Name,Electrolytes.Additives1.Name,Electrolytes.Additives2.Name,Electrolytes.Additives3.Name,Electrolytes.Additives4.Name,Electrolytes.Additives5.Name,Electrolytes.Additives6.Name,Properties of electrolyte.Viscosity (η)1.Value,Properties of electrolyte.Viscosity (η)1.Unit,Properties of electrolyte.Viscosity (η)1.Temperature.Value,Properties of electrolyte.Viscosity (η)1.Temperature.Unit,Properties of electrolyte.Viscosity (η)2.Value,Properties of electrolyte.Viscosity (η)2.Unit,Properties of electrolyte.Viscosity (η)2.Temperature.Value,Properties of electrolyte.Viscosity (η)2.Temperature.Unit,Properties of electrolyte.Dielectric constant (ε)1.Value,Properties of electrolyte.Dielectric constant (ε)1.Temperature.Value,Properties of electrolyte.Dielectric constant (ε)1.Temperature.Unit,Properties of electrolyte.Dielectric constant (ε)2.Value,Properties of electrolyte.Dielectric constant (ε)2.Temperature.Value,Properties of electrolyte.Dielectric constant (ε)2.Temperature.Unit,Properties of electrolyte.Dielectric constant (ε)3.Value,Properties of electrolyte.Dielectric constant (ε)3.Temperature.Value,Properties of electrolyte.Dielectric constant (ε)3.Temperature.Unit,Properties of electrolyte.Melting point1.Value,Properties of electrolyte.Melting point1.Unit,Properties of electrolyte.Melting point2.Value,Properties of electrolyte.Melting point2.Unit,Properties of electrolyte.Boiling point1.Value,Properties of electrolyte.Boiling point1.Unit,Properties of electrolyte.Boiling point2.Value,Properties of electrolyte.Boiling point2.Unit,Cathode,Properties of electrolyte.LUMO energy level,Properties of electrolyte.HOMO energy level,Properties of electrolyte.Viscosity (η),Properties of electrolyte.Dielectric constant (ε),Properties of electrolyte.Melting point,Properties of electrolyte.Boiling point,Properties of electrolyte.Flash Point,Performance.Energy density,Performance.Coulombic efficiency,Performance.Cycle lifespan,Performance.Rate performance,,Properties of electrolyte.LUMO energy level1.Name,Properties of electrolyte.LUMO energy level2.Name,Properties of electrolyte.LUMO energy level3.Name,Properties of electrolyte.LUMO energy level4.Name,Properties of electrolyte.LUMO energy level5.Name,Properties of electrolyte.LUMO energy level5.Value,Properties of electrolyte.LUMO energy level5.Unit,Properties of electrolyte.LUMO energy level6.Name,Properties of electrolyte.LUMO energy level6.Value,Properties of electrolyte.LUMO energy level6.Unit,Properties of electrolyte.Viscosity (η)1.Name,Properties of electrolyte.Viscosity (η)2.Name,Properties of electrolyte.Viscosity (η)3.Name,Properties of electrolyte.Viscosity (η)3.Value,Properties of electrolyte.Viscosity (η)3.Unit,Properties of electrolyte.Viscosity (η)3.Temperature.Value,Properties of electrolyte.Viscosity (η)3.Temperature.Unit,Properties of electrolyte.Viscosity (η)4.Name,Properties of electrolyte.Viscosity (η)4.Value,Properties of electrolyte.Viscosity (η)4.Unit,Properties of electrolyte.Viscosity (η)4.Temperature.Value,Properties of electrolyte.Viscosity (η)4.Temperature.Unit,Properties of electrolyte.Viscosity (η)5.Name,Properties of electrolyte.Viscosity (η)5.Value,Properties of electrolyte.Viscosity (η)5.Unit,Properties of electrolyte.Viscosity (η)5.Temperature.Value,Properties of electrolyte.Viscosity (η)5.Temperature.Unit,Properties of electrolyte.Dielectric constant (ε)1.Name,Properties of electrolyte.Dielectric constant (ε)2.Name,Properties of electrolyte.Dielectric constant (ε)3.Name,Properties of electrolyte.Dielectric constant (ε)4.Name,Properties of electrolyte.Dielectric constant (ε)4.Value,Properties of electrolyte.Dielectric constant (ε)5.Name,Properties of electrolyte.Dielectric constant (ε)5.Value,Properties of electrolyte.Melting point1.Name,Properties of electrolyte.Melting point2.Name,Properties of electrolyte.Melting point3.Name,Properties of electrolyte.Melting point3.Value,Properties of electrolyte.Melting point3.Unit,Properties of electrolyte.Melting point4.Name,Properties of electrolyte.Melting point4.Value,Properties of electrolyte.Melting point4.Unit,Properties of electrolyte.Melting point5.Name,Properties of electrolyte.Melting point5.Value,Properties of electrolyte.Melting point5.Unit,Properties of electrolyte.Boiling point1.Name,Properties of electrolyte.Boiling point2.Name,Properties of electrolyte.Boiling point3.Name,Properties of electrolyte.Boiling point3.Value,Properties of electrolyte.Boiling point3.Unit,Properties of electrolyte.Boiling point4.Name,Properties of electrolyte.Boiling point4.Value,Properties of electrolyte.Boiling point4.Unit,Properties of electrolyte.Boiling point5.Name,Properties of electrolyte.Boiling point5.Value,Properties of electrolyte.Boiling point5.Unit,Properties of electrolyte.Flash Point1.Name,Properties of electrolyte.Flash Point1.Value,Properties of electrolyte.Flash Point1.Unit,Properties of electrolyte.Flash Point2.Name,Properties of electrolyte.Flash Point2.Value,Properties of electrolyte.Flash Point2.Unit,Properties of electrolyte.Flash Point3.Name,Properties of electrolyte.Flash Point3.Value,Properties of electrolyte.Flash Point3.Unit,Properties of electrolyte.Flash Point4.Name,Properties of electrolyte.Flash Point4.Value,Properties of electrolyte.Flash Point4.Unit,Properties of electrolyte.Flash Point5.Name,Properties of electrolyte.Flash Point5.Value,Properties of electrolyte.Flash Point5.Unit
11063-10.1016_j.jpowsour.2008.02.018,lithium chlorofluoroborate (LiBF3Cl),"ethylene carbonate (EC), ethylmethyl carbonate (EMC)",N/A,graphite,LiNi0.8Co0.15Al0.05O2 (NCA),Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,80.5,%,N/A,cycles,0.5,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11109-10.1016_j.electacta.2007.10.019,lithium hexafluorophosphate (LiPF6),,magnesium perchlorate (Mg(ClO4)2),Li metal,N/A,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,53,%,100,cycles,N/A,C,ethylene carbonate (EC),diethylene carbonate (DEC),,,,,,,,,,,,,,,,,,,,,,,,,,dimethyl ether (DME),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11147-10.1149_1.2992706,LiPF6,"Ethylene carbonate (EC), Dimethyl carbonate (DMC)",N/A,Li4Ti5O12,N/A,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,close to 100%,%,N/A,cycles,0.1 C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11290-10.1016_j.electacta.2007.10.078,LiPF6,Ethylene carbonate (EC)/Ethyl methyl carbonate (EMC),Tripropyl borate (TPB),Mesocarbon microbeads (MCMB),Li1.1[Mn1/3Ni1/3Co1/3]0.9O2 (L333),Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,180,cycles,1 C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11410-10.1016_j.electacta.2008.04.057,lithium hexafluorophosphate (LiPF6),,N/A,Li metal,Lithium iron phosphate (LFP),Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,50,cycles,"C/8, C/4, C/2.5, C",C,ethylene carbonate (EC),dimethyl carbonate (DMC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11457-10.1016_j.carbon.2008.04.021,lithium perchlorate (LiClO4),ethylene carbonate (EC),N/A,graphite,N/A,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,83.9,%,20,cycles,175,mA g-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11621-10.1149_1.2928611,LiPF6,EC + DEC + DMC (1:1:1),"VC, VEC, DMAc, NMP",MCMB carbon,LiNi0.8Co0.2O2,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,1000,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11621-10.1149_1.2928611,LiPF6,EC + DEC + DMC + EMC (1:1:1:3),VC,MCMB carbon,LiNi0.8Co0.2O2,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11672-10.1016_j.electacta.2008.06.070,LiPF6,,"3,5-bis(trifluoromethyl)benzeneboronic acid (BA)",Graphite (CMS),N/A,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,-49.2,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,N/A,C,Propylene carbonate (PC),Dimethyl carbonate (DMC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11805-10.1016_j.jpowsour.2007.09.085,,,,N/A,N/A,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,N/A,C,ethylene carbonate (EC),dimethyl carbonate (DMC),,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,lithium perchlorate (LiClO4),lithium hexafluorophosphate (LiPF6),lithium tetrafluoroborate (LiBF4),lithium hexafluoroarsenate (LiAsF6),lithium bis(trifluoromethanesulfonyl)imide (LiTFSI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11814-10.1016_j.jpowsour.2007.08.114,lithium benzolsulfonate (BSLi),dimethylsulfoxide (DMSO),N/A,Li metal,LiMn2O4,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,18.5,°C,N/A,°C,N/A,°C,N/A,Wh/kg,60-85,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11814-10.1016_j.jpowsour.2007.08.114,lithium trifluoromethanesulfonate (LiSO3CF3),dimethylsulfoxide (DMSO),N/A,Li metal,LiMn2O4,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,60-85,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11814-10.1016_j.jpowsour.2007.08.114,lithium benzolsulfonate (BSLi),ethylene carbonate (EC) + dimethyl carbonate (DMC),N/A,Li metal,LiMn2O4,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,60-85,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11814-10.1016_j.jpowsour.2007.08.114,lithium perchlorate (LiClO4),dimethylsulfoxide (DMSO),N/A,Li metal,N/A,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11870-10.1007_s10008-007-0337-x,LiClO4,Ethylene carbonate (EC)/Diethyl carbonate (DEC)=1:1,Aluminum phosphate (AlPO4),Li metal,Lithium manganese oxide (LiMn2O4),Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,50,cycles,1C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11913-10.1002_cphc.200800567,lithium hexafluorophosphate (LiPF6),"ethylene carbonate (EC), diethyl carbonate (DEC)",vinylene carbonate (VC),Sb–cellulose composite,N/A,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,C/6,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11914-10.1149_1.2988060,lithium hexafluorophosphate (LiPF6),"ethylene carbonate (EC), diethyl carbonate (DEC)",N/A,lithium metal (Li),N/A,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038-10.1149_1.2949507,lithium hexafluorophosphate (LiPF6),,,mesocarbon microbead (MCMB),LiNi0.8Co0.2O2,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,"C/12 (charge), C/6 (discharge)",C,ethylene carbonate (EC),diethyl carbonate (DEC),,,,,,,,,,,,,,,,,,,,,,,,,,dimethyl carbonate (DMC),,,,,,,,dimethyl acetamide (DMAc),N-methyl-2-pyrrolidone (NMP),vinylene carbonate (VC),vinylethylene carbonate (VEC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12072-10.1149_1.2990708,lithium bis(oxalato)borate (LiBOB),lactones,N/A,graphitic carbon composites,LiNi0.85Co0.10Al0.05O2 (NCA) or LiFePO4 (LFP),Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,800,cycles,1C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12072-10.1149_1.2990708,lithium hexafluorophosphate (LiPF6),N/A,N/A,graphitic carbon composites,LiNi0.85Co0.10Al0.05O2 (NCA) or LiFePO4 (LFP),Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12236-10.1007_s11581-007-0189-5,LiPF6,Ethylene carbonate (EC)/Dimethyl carbonate (DMC),N/A,N/A,LiNi0.5Mn0.5O2,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12236-10.1007_s11581-007-0189-5,LiPF6,Ethylene carbonate (EC)/Dimethyl carbonate (DMC),N/A,N/A,LiFePO4,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12460-10.1021_cm8006099,N/A,N/A,N/A,Li metal,N/A,N/A,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12730-10.1007_s10008-007-0400-7,lithium hexafluorophosphate (LiPF6),"ethylene carbonate (EC), dimethyl carbonate (DMC), diethyl carbonate (DEC)",N/A,graphite (LixC6),lithium cobalt oxide (Li1−xCoO2),Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12904-10.1016_j.jpowsour.2008.02.080,lithium hexafluorophosphate (LiPF6),,N/A,Li metal,vanadium pentoxide (V2O5),Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,N/A,C,propylene carbonate (PC),ethylene carbonate (EC),,,,,,,,,,,,,,,,,,,,,,,,,,dimethyl carbonate (DMC),diethyl carbonate (DEC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13101-10.1016_j.jpowsour.2008.08.062,LiPF6,Ethylene carbonate (EC) + Dimethyl carbonate (DMC),N/A,Graphite,N/A,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,0.2 mA cm−2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13116-10.1016_j.elecom.2008.05.036,LiPF6,"Ethylene carbonate (EC), Diethyl carbonate (DEC)",N/A,N/A,Li[Ni1/3Mn1/3Co1/3-zAlz]O2,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,2.42,Wh/cm3,N/A,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13437-10.1016_j.electacta.2007.09.058,Lithium perchlorate (LiClO4),,N/A,TiO2-coated graphite,N/A,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,16,cycles,0.25,C,Propylene carbonate (PC),Dimethyl carbonate (DMC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13719-10.1016_j.elecom.2008.01.023,lithium bis(trifluoromethanesulfonyl)imide (LiTFSI),"12,12-diethyl-2,5,8-trioxa-12-silatetradecane",N/A,Li metal,PABTH,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,318,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,20,mA/g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14239-10.1016_j.ssi.2008.02.057,Lithium hydroxide (LiOH),Aqueous saturated lithium hydroxide (LiOH) containing 1 mol.L−1 zinc sulphate (ZnSO4),Titanium diboride (TiB2),Zn metal,γ-MnO2,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,220,mAh/g,N/A,%,30,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14270-10.1016_j.elecom.2008.08.026,LiClO4,Ethylene carbonate (EC): Propylene carbonate (PC) (1:2),N/A,Graphite,N/A,Conventional,N/A,eV,N/A,eV,N/A,Pa s,N/A,°C,N/A,N/A,°C,N/A,°C,N/A,°C,N/A,Wh/kg,N/A,%,N/A,cycles,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
